From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Taxonomic lineage
K2QX37_METFP	K2QX37	unreviewed	K2QX37_METFP	Aspartate-semialdehyde dehydrogenase, ASA dehydrogenase, ASADH, EC 1.2.1.11 (Aspartate-beta-semialdehyde dehydrogenase)	asd A994_11507	Methanobacterium formicicum (strain DSM 3637 / PP1)	348	
K2R4F4	K2R4F4	unreviewed	K2R4F4_METFP	Glutamyl-tRNA(Gln) amidotransferase subunit D, Glu-ADT subunit D, EC 6.3.5.-	gatD A994_04105	Methanobacterium formicicum (strain DSM 3637 / PP1)	441	
K2R4F4_METFP	K2R4F4	unreviewed	K2R4F4_METFP	Glutamyl-tRNA(Gln) amidotransferase subunit D, Glu-ADT subunit D, EC 6.3.5.-	gatD A994_04105	Methanobacterium formicicum (strain DSM 3637 / PP1)	441	
K2R1E4	K2R1E4	unreviewed	K2R1E4_METFP	Putative asparagine synthetase [glutamine-hydrolyzing], EC 6.3.5.4	A994_10554	Methanobacterium formicicum (strain DSM 3637 / PP1)	533	
K2R1E4_METFP	K2R1E4	unreviewed	K2R1E4_METFP	Putative asparagine synthetase [glutamine-hydrolyzing], EC 6.3.5.4	A994_10554	Methanobacterium formicicum (strain DSM 3637 / PP1)	533	
K2RT31	K2RT31	unreviewed	K2RT31_METFP	Putative asparagine synthetase [glutamine-hydrolyzing], EC 6.3.5.4	A994_05346	Methanobacterium formicicum (strain DSM 3637 / PP1)	570	
K2RT31_METFP	K2RT31	unreviewed	K2RT31_METFP	Putative asparagine synthetase [glutamine-hydrolyzing], EC 6.3.5.4	A994_05346	Methanobacterium formicicum (strain DSM 3637 / PP1)	570	
K2RTT2	K2RTT2	unreviewed	K2RTT2_METFP	Arsenical-resistance protein	A994_04620	Methanobacterium formicicum (strain DSM 3637 / PP1)	326	
K2RTT2_METFP	K2RTT2	unreviewed	K2RTT2_METFP	Arsenical-resistance protein	A994_04620	Methanobacterium formicicum (strain DSM 3637 / PP1)	326	
K2QCE9	K2QCE9	unreviewed	K2QCE9_METFP	Probable L-tyrosine/L-aspartate decarboxylase, TDC/ADC, EC 4.1.1.11, EC 4.1.1.25	mfnA A994_06415	Methanobacterium formicicum (strain DSM 3637 / PP1)	380	
K2QCE9_METFP	K2QCE9	unreviewed	K2QCE9_METFP	Probable L-tyrosine/L-aspartate decarboxylase, TDC/ADC, EC 4.1.1.11, EC 4.1.1.25	mfnA A994_06415	Methanobacterium formicicum (strain DSM 3637 / PP1)	380	
K2R3X6	K2R3X6	unreviewed	K2R3X6_METFP	Glutamate decarboxylase, EC 4.1.1.15	A994_07345	Methanobacterium formicicum (strain DSM 3637 / PP1)	463	
K2R3X6_METFP	K2R3X6	unreviewed	K2R3X6_METFP	Glutamate decarboxylase, EC 4.1.1.15	A994_07345	Methanobacterium formicicum (strain DSM 3637 / PP1)	463	
K2QFS5	K2QFS5	unreviewed	K2QFS5_METFP	Aspartate carbamoyltransferase, EC 2.1.3.2 (Aspartate transcarbamylase, ATCase)	pyrB A994_01505	Methanobacterium formicicum (strain DSM 3637 / PP1)	304	
K2QFS5_METFP	K2QFS5	unreviewed	K2QFS5_METFP	Aspartate carbamoyltransferase, EC 2.1.3.2 (Aspartate transcarbamylase, ATCase)	pyrB A994_01505	Methanobacterium formicicum (strain DSM 3637 / PP1)	304	
K2R1L9	K2R1L9	unreviewed	K2R1L9_METFP	Aspartate carbamoyltransferase regulatory chain	pyrI A994_02958	Methanobacterium formicicum (strain DSM 3637 / PP1)	157	
K2R1L9_METFP	K2R1L9	unreviewed	K2R1L9_METFP	Aspartate carbamoyltransferase regulatory chain	pyrI A994_02958	Methanobacterium formicicum (strain DSM 3637 / PP1)	157	
K2QA54	K2QA54	unreviewed	K2QA54_METFP	Aspartokinase, EC 2.7.2.4	A994_11522	Methanobacterium formicicum (strain DSM 3637 / PP1)	406	
K2QA54_METFP	K2QA54	unreviewed	K2QA54_METFP	Aspartokinase, EC 2.7.2.4	A994_11522	Methanobacterium formicicum (strain DSM 3637 / PP1)	406	
K2R3L3	K2R3L3	unreviewed	K2R3L3_METFP	L-aspartate dehydrogenase, EC 1.4.1.21	nadX A994_06920	Methanobacterium formicicum (strain DSM 3637 / PP1)	254	
K2R3L3_METFP	K2R3L3	unreviewed	K2R3L3_METFP	L-aspartate dehydrogenase, EC 1.4.1.21	nadX A994_06920	Methanobacterium formicicum (strain DSM 3637 / PP1)	254	
K2QBV4	K2QBV4	unreviewed	K2QBV4_METFP	Serine--pyruvate transaminase	A994_08306	Methanobacterium formicicum (strain DSM 3637 / PP1)	382	
K2QBV4_METFP	K2QBV4	unreviewed	K2QBV4_METFP	Serine--pyruvate transaminase	A994_08306	Methanobacterium formicicum (strain DSM 3637 / PP1)	382	
K2R0Y9	K2R0Y9	unreviewed	K2R0Y9_METFP	Protein tyrosine phosphatase	A994_04610	Methanobacterium formicicum (strain DSM 3637 / PP1)	144	
K2R0Y9_METFP	K2R0Y9	unreviewed	K2R0Y9_METFP	Protein tyrosine phosphatase	A994_04610	Methanobacterium formicicum (strain DSM 3637 / PP1)	144	
K2RQH1	K2RQH1	unreviewed	K2RQH1_METFP	ATP phosphoribosyltransferase, EC 2.4.2.17	A994_10284	Methanobacterium formicicum (strain DSM 3637 / PP1)	329	
K2RQH1_METFP	K2RQH1	unreviewed	K2RQH1_METFP	ATP phosphoribosyltransferase, EC 2.4.2.17	A994_10284	Methanobacterium formicicum (strain DSM 3637 / PP1)	329	
K2RF61	K2RF61	unreviewed	K2RF61_METFP	ATP phosphoribosyltransferase, ATP-PRT, ATP-PRTase, EC 2.4.2.17	hisG A994_02070	Methanobacterium formicicum (strain DSM 3637 / PP1)	286	
K2RF61_METFP	K2RF61	unreviewed	K2RF61_METFP	ATP phosphoribosyltransferase, ATP-PRT, ATP-PRTase, EC 2.4.2.17	hisG A994_02070	Methanobacterium formicicum (strain DSM 3637 / PP1)	286	
K2R1X7	K2R1X7	unreviewed	K2R1X7_METFP	BioY protein	A994_10133	Methanobacterium formicicum (strain DSM 3637 / PP1)	205	
K2R1X7_METFP	K2R1X7	unreviewed	K2R1X7_METFP	BioY protein	A994_10133	Methanobacterium formicicum (strain DSM 3637 / PP1)	205	
K2RS50	K2RS50	unreviewed	K2RS50_METFP	Biotin synthase, EC 2.8.1.6	A994_07756	Methanobacterium formicicum (strain DSM 3637 / PP1)	346	
K2RS50_METFP	K2RS50	unreviewed	K2RS50_METFP	Biotin synthase, EC 2.8.1.6	A994_07756	Methanobacterium formicicum (strain DSM 3637 / PP1)	346	
K2RQG5	K2RQG5	unreviewed	K2RQG5_METFP	Nitrilase/cyanide hydratase and apolipoprotein N-acyltransferase	A994_11377	Methanobacterium formicicum (strain DSM 3637 / PP1)	275	
K2RQG5_METFP	K2RQG5	unreviewed	K2RQG5_METFP	Nitrilase/cyanide hydratase and apolipoprotein N-acyltransferase	A994_11377	Methanobacterium formicicum (strain DSM 3637 / PP1)	275	
K2R1P2	K2R1P2	unreviewed	K2R1P2_METFP	P-type Ca(2+) transporter, EC 7.2.2.10	A994_09783	Methanobacterium formicicum (strain DSM 3637 / PP1)	841	
K2R1P2_METFP	K2R1P2	unreviewed	K2R1P2_METFP	P-type Ca(2+) transporter, EC 7.2.2.10	A994_09783	Methanobacterium formicicum (strain DSM 3637 / PP1)	841	
K2R229	K2R229	unreviewed	K2R229_METFP	Catalase-peroxidase, CP, EC 1.11.1.21 (Peroxidase/catalase)	katG A994_08946	Methanobacterium formicicum (strain DSM 3637 / PP1)	721	
K2R229_METFP	K2R229	unreviewed	K2R229_METFP	Catalase-peroxidase, CP, EC 1.11.1.21 (Peroxidase/catalase)	katG A994_08946	Methanobacterium formicicum (strain DSM 3637 / PP1)	721	
K2R2H7	K2R2H7	unreviewed	K2R2H7_METFP	Cation antiporter	A994_09451	Methanobacterium formicicum (strain DSM 3637 / PP1)	339	
K2R2H7_METFP	K2R2H7	unreviewed	K2R2H7_METFP	Cation antiporter	A994_09451	Methanobacterium formicicum (strain DSM 3637 / PP1)	339	
K2R2A3	K2R2A3	unreviewed	K2R2A3_METFP	Histone deacetylase superfamily protein	A994_09226	Methanobacterium formicicum (strain DSM 3637 / PP1)	342	
K2R2A3_METFP	K2R2A3	unreviewed	K2R2A3_METFP	Histone deacetylase superfamily protein	A994_09226	Methanobacterium formicicum (strain DSM 3637 / PP1)	342	
K2QB20	K2QB20	unreviewed	K2QB20_METFP	Carbamoyl-phosphate synthase large chain, EC 6.3.5.5 (Carbamoyl-phosphate synthetase ammonia chain)	carB A994_09803	Methanobacterium formicicum (strain DSM 3637 / PP1)	1062	
K2QB20_METFP	K2QB20	unreviewed	K2QB20_METFP	Carbamoyl-phosphate synthase large chain, EC 6.3.5.5 (Carbamoyl-phosphate synthetase ammonia chain)	carB A994_09803	Methanobacterium formicicum (strain DSM 3637 / PP1)	1062	
K2QDC8	K2QDC8	unreviewed	K2QDC8_METFP	Phosphoribosylglycinamide synthetase	A994_06076	Methanobacterium formicicum (strain DSM 3637 / PP1)	403	
K2QDC8_METFP	K2QDC8	unreviewed	K2QDC8_METFP	Phosphoribosylglycinamide synthetase	A994_06076	Methanobacterium formicicum (strain DSM 3637 / PP1)	403	
K2R1M9	K2R1M9	unreviewed	K2R1M9_METFP	Carbamoyl-phosphate synthase, EC 6.3.4.16 (Carbamoyl phosphate synthetase, CPSase)	A994_09733	Methanobacterium formicicum (strain DSM 3637 / PP1)	379	
K2R1M9_METFP	K2R1M9	unreviewed	K2R1M9_METFP	Carbamoyl-phosphate synthase, EC 6.3.4.16 (Carbamoyl phosphate synthetase, CPSase)	A994_09733	Methanobacterium formicicum (strain DSM 3637 / PP1)	379	
K2RQX4	K2RQX4	unreviewed	K2RQX4_METFP	Carbamoyl-phosphate synthase small chain, EC 6.3.5.5 (Carbamoyl-phosphate synthetase glutamine chain)	carA A994_09798	Methanobacterium formicicum (strain DSM 3637 / PP1)	360	
K2RQX4_METFP	K2RQX4	unreviewed	K2RQX4_METFP	Carbamoyl-phosphate synthase small chain, EC 6.3.5.5 (Carbamoyl-phosphate synthetase glutamine chain)	carA A994_09798	Methanobacterium formicicum (strain DSM 3637 / PP1)	360	
K2RQD4	K2RQD4	unreviewed	K2RQD4_METFP	Heavy metal translocating P-type ATPase	A994_11177	Methanobacterium formicicum (strain DSM 3637 / PP1)	663	
K2RQD4_METFP	K2RQD4	unreviewed	K2RQD4_METFP	Heavy metal translocating P-type ATPase	A994_11177	Methanobacterium formicicum (strain DSM 3637 / PP1)	663	
K2R4U2	K2R4U2	unreviewed	K2R4U2_METFP	Heavy metal translocating P-type ATPase	A994_04705	Methanobacterium formicicum (strain DSM 3637 / PP1)	702	
K2R4U2_METFP	K2R4U2	unreviewed	K2R4U2_METFP	Heavy metal translocating P-type ATPase	A994_04705	Methanobacterium formicicum (strain DSM 3637 / PP1)	702	
K2QCJ8	K2QCJ8	unreviewed	K2QCJ8_METFP	Signal transduction histidine kinase	A994_06640	Methanobacterium formicicum (strain DSM 3637 / PP1)	589	
K2QCJ8_METFP	K2QCJ8	unreviewed	K2QCJ8_METFP	Signal transduction histidine kinase	A994_06640	Methanobacterium formicicum (strain DSM 3637 / PP1)	589	
K2R109	K2R109	unreviewed	K2R109_METFP	Signal transduction histidine kinase	A994_11702	Methanobacterium formicicum (strain DSM 3637 / PP1)	822	
K2R109_METFP	K2R109	unreviewed	K2R109_METFP	Signal transduction histidine kinase	A994_11702	Methanobacterium formicicum (strain DSM 3637 / PP1)	822	
K2QAN8	K2QAN8	unreviewed	K2QAN8_METFP	Response regulator receiver protein	A994_10399	Methanobacterium formicicum (strain DSM 3637 / PP1)	149	
K2QAN8_METFP	K2QAN8	unreviewed	K2QAN8_METFP	Response regulator receiver protein	A994_10399	Methanobacterium formicicum (strain DSM 3637 / PP1)	149	
K2QWU7	K2QWU7	unreviewed	K2QWU7_METFP	Signal transduction histidine kinase	A994_12106	Methanobacterium formicicum (strain DSM 3637 / PP1)	1090	
K2QWU7_METFP	K2QWU7	unreviewed	K2QWU7_METFP	Signal transduction histidine kinase	A994_12106	Methanobacterium formicicum (strain DSM 3637 / PP1)	1090	
K2QAK5	K2QAK5	unreviewed	K2QAK5_METFP	Sensory transduction histidine kinase	A994_11332	Methanobacterium formicicum (strain DSM 3637 / PP1)	733	
K2QAK5_METFP	K2QAK5	unreviewed	K2QAK5_METFP	Sensory transduction histidine kinase	A994_11332	Methanobacterium formicicum (strain DSM 3637 / PP1)	733	
K2QEB7	K2QEB7	unreviewed	K2QEB7_METFP	Putative PAS/PAC sensor protein	A994_03098	Methanobacterium formicicum (strain DSM 3637 / PP1)	788	
K2QEB7_METFP	K2QEB7	unreviewed	K2QEB7_METFP	Putative PAS/PAC sensor protein	A994_03098	Methanobacterium formicicum (strain DSM 3637 / PP1)	788	
K2R1K4	K2R1K4	unreviewed	K2R1K4_METFP	Signal transduction histidine kinase	A994_02883	Methanobacterium formicicum (strain DSM 3637 / PP1)	804	
K2R1K4_METFP	K2R1K4	unreviewed	K2R1K4_METFP	Signal transduction histidine kinase	A994_02883	Methanobacterium formicicum (strain DSM 3637 / PP1)	804	
K2QX44	K2QX44	unreviewed	K2QX44_METFP	Chorismate mutase, EC 5.4.99.5	A994_11532	Methanobacterium formicicum (strain DSM 3637 / PP1)	101	
K2QX44_METFP	K2QX44	unreviewed	K2QX44_METFP	Chorismate mutase, EC 5.4.99.5	A994_11532	Methanobacterium formicicum (strain DSM 3637 / PP1)	101	
K2R9K7	K2R9K7	unreviewed	K2R9K7_METFP	Chorismate synthase, CS, EC 4.2.3.5 (5-enolpyruvylshikimate-3-phosphate phospholyase)	aroC A994_10364	Methanobacterium formicicum (strain DSM 3637 / PP1)	363	
K2R9K7_METFP	K2R9K7	unreviewed	K2R9K7_METFP	Chorismate synthase, CS, EC 4.2.3.5 (5-enolpyruvylshikimate-3-phosphate phospholyase)	aroC A994_10364	Methanobacterium formicicum (strain DSM 3637 / PP1)	363	
K2Q9I3	K2Q9I3	unreviewed	K2Q9I3_METFP	Cobyrinic acid ac-diamide synthase	A994_12722	Methanobacterium formicicum (strain DSM 3637 / PP1)	262	
K2Q9I3_METFP	K2Q9I3	unreviewed	K2Q9I3_METFP	Cobyrinic acid ac-diamide synthase	A994_12722	Methanobacterium formicicum (strain DSM 3637 / PP1)	262	
K2QZV8	K2QZV8	unreviewed	K2QZV8_METFP	Cobyrinic acid ac-diamide synthase	A994_07025	Methanobacterium formicicum (strain DSM 3637 / PP1)	250	
K2QZV8_METFP	K2QZV8	unreviewed	K2QZV8_METFP	Cobyrinic acid ac-diamide synthase	A994_07025	Methanobacterium formicicum (strain DSM 3637 / PP1)	250	
K2QYB1	K2QYB1	unreviewed	K2QYB1_METFP	Uncharacterized protein	A994_08951	Methanobacterium formicicum (strain DSM 3637 / PP1)	449	
K2QYB1_METFP	K2QYB1	unreviewed	K2QYB1_METFP	Uncharacterized protein	A994_08951	Methanobacterium formicicum (strain DSM 3637 / PP1)	449	
K2RPS1	K2RPS1	unreviewed	K2RPS1_METFP	Cation diffusion facilitator family transporter	A994_12041	Methanobacterium formicicum (strain DSM 3637 / PP1)	297	
K2RPS1_METFP	K2RPS1	unreviewed	K2RPS1_METFP	Cation diffusion facilitator family transporter	A994_12041	Methanobacterium formicicum (strain DSM 3637 / PP1)	297	
K2R9B4	K2R9B4	unreviewed	K2R9B4_METFP	Cobalt ABC transporter inner membrane subunit CbiQ	A994_11887	Methanobacterium formicicum (strain DSM 3637 / PP1)	262	
K2R9B4_METFP	K2R9B4	unreviewed	K2R9B4_METFP	Cobalt ABC transporter inner membrane subunit CbiQ	A994_11887	Methanobacterium formicicum (strain DSM 3637 / PP1)	262	
K2QXC0	K2QXC0	unreviewed	K2QXC0_METFP	ABC transporter ATP-binding protein	cbiO A994_11882	Methanobacterium formicicum (strain DSM 3637 / PP1)	279	
K2QXC0_METFP	K2QXC0	unreviewed	K2QXC0_METFP	ABC transporter ATP-binding protein	cbiO A994_11882	Methanobacterium formicicum (strain DSM 3637 / PP1)	279	
K2QCB1	K2QCB1	unreviewed	K2QCB1_METFP	Uncharacterized protein	A994_07911	Methanobacterium formicicum (strain DSM 3637 / PP1)	629	
K2QCB1_METFP	K2QCB1	unreviewed	K2QCB1_METFP	Uncharacterized protein	A994_07911	Methanobacterium formicicum (strain DSM 3637 / PP1)	629	
K2QAC8	K2QAC8	unreviewed	K2QAC8_METFP	Putative cobalt transport protein CbiM (Energy-coupling factor transporter probable substrate-capture protein CbiM, ECF transporter S component CbiM)	cbiM A994_11897	Methanobacterium formicicum (strain DSM 3637 / PP1)	228	
K2QAC8_METFP	K2QAC8	unreviewed	K2QAC8_METFP	Putative cobalt transport protein CbiM (Energy-coupling factor transporter probable substrate-capture protein CbiM, ECF transporter S component CbiM)	cbiM A994_11897	Methanobacterium formicicum (strain DSM 3637 / PP1)	228	
K2RQ91	K2RQ91	unreviewed	K2RQ91_METFP	Cobalt transport protein CbiN (Energy-coupling factor transporter probable substrate-capture protein CbiN, ECF transporter S component CbiN)	cbiN A994_11892	Methanobacterium formicicum (strain DSM 3637 / PP1)	118	
K2RQ91_METFP	K2RQ91	unreviewed	K2RQ91_METFP	Cobalt transport protein CbiN (Energy-coupling factor transporter probable substrate-capture protein CbiN, ECF transporter S component CbiN)	cbiN A994_11892	Methanobacterium formicicum (strain DSM 3637 / PP1)	118	
K2R305	K2R305	unreviewed	K2R305_METFP	Cobalt ABC transporter inner membrane subunit CbiQ	A994_07791	Methanobacterium formicicum (strain DSM 3637 / PP1)	276	
K2R305_METFP	K2R305	unreviewed	K2R305_METFP	Cobalt ABC transporter inner membrane subunit CbiQ	A994_07791	Methanobacterium formicicum (strain DSM 3637 / PP1)	276	
K2QC87	K2QC87	unreviewed	K2QC87_METFP	ABC transporter ATP-binding protein	A994_07786	Methanobacterium formicicum (strain DSM 3637 / PP1)	332	
K2QC87_METFP	K2QC87	unreviewed	K2QC87_METFP	ABC transporter ATP-binding protein	A994_07786	Methanobacterium formicicum (strain DSM 3637 / PP1)	332	
K2QCN7	K2QCN7	unreviewed	K2QCN7_METFP	Citrate synthase	A994_06840	Methanobacterium formicicum (strain DSM 3637 / PP1)	287	
K2QCN7_METFP	K2QCN7	unreviewed	K2QCN7_METFP	Citrate synthase	A994_06840	Methanobacterium formicicum (strain DSM 3637 / PP1)	287	
K2QCU7	K2QCU7	unreviewed	K2QCU7_METFP	Citrate synthase	A994_07090	Methanobacterium formicicum (strain DSM 3637 / PP1)	268	
K2QCU7_METFP	K2QCU7	unreviewed	K2QCU7_METFP	Citrate synthase	A994_07090	Methanobacterium formicicum (strain DSM 3637 / PP1)	268	
K2RR61	K2RR61	unreviewed	K2RR61_METFP	Cytosine deaminase	A994_10123	Methanobacterium formicicum (strain DSM 3637 / PP1)	149	
K2RR61_METFP	K2RR61	unreviewed	K2RR61_METFP	Cytosine deaminase	A994_10123	Methanobacterium formicicum (strain DSM 3637 / PP1)	149	
K2RQK4	K2RQK4	unreviewed	K2RQK4_METFP	CTP synthase, EC 6.3.4.2 (Cytidine 5'-triphosphate synthase) (Cytidine triphosphate synthetase, CTP synthetase, CTPS) (UTP--ammonia ligase)	pyrG A994_10519	Methanobacterium formicicum (strain DSM 3637 / PP1)	529	
K2RQK4_METFP	K2RQK4	unreviewed	K2RQK4_METFP	CTP synthase, EC 6.3.4.2 (Cytidine 5'-triphosphate synthase) (Cytidine triphosphate synthetase, CTP synthetase, CTPS) (UTP--ammonia ligase)	pyrG A994_10519	Methanobacterium formicicum (strain DSM 3637 / PP1)	529	
K2RU67	K2RU67	unreviewed	K2RU67_METFP	O-phospho-L-seryl-tRNA:Cys-tRNA synthase, EC 2.5.1.73 (Sep-tRNA:Cys-tRNA synthase, SepCysS)	A994_05070	Methanobacterium formicicum (strain DSM 3637 / PP1)	382	
K2RU67_METFP	K2RU67	unreviewed	K2RU67_METFP	O-phospho-L-seryl-tRNA:Cys-tRNA synthase, EC 2.5.1.73 (Sep-tRNA:Cys-tRNA synthase, SepCysS)	A994_05070	Methanobacterium formicicum (strain DSM 3637 / PP1)	382	
K2QAS2	K2QAS2	unreviewed	K2QAS2_METFP	Cysteine synthase A	A994_10574	Methanobacterium formicicum (strain DSM 3637 / PP1)	328	
K2QAS2_METFP	K2QAS2	unreviewed	K2QAS2_METFP	Cysteine synthase A	A994_10574	Methanobacterium formicicum (strain DSM 3637 / PP1)	328	
K2R405	K2R405	unreviewed	K2R405_METFP	Cytidylate kinase, CK, EC 2.7.4.25 (Cytidine monophosphate kinase, CMP kinase)	cmk A994_05556	Methanobacterium formicicum (strain DSM 3637 / PP1)	176	
K2R405_METFP	K2R405	unreviewed	K2R405_METFP	Cytidylate kinase, CK, EC 2.7.4.25 (Cytidine monophosphate kinase, CMP kinase)	cmk A994_05556	Methanobacterium formicicum (strain DSM 3637 / PP1)	176	
K2RQ54	K2RQ54	unreviewed	K2RQ54_METFP	Zinc metalloprotease	A994_11667	Methanobacterium formicicum (strain DSM 3637 / PP1)	349	
K2RQ54_METFP	K2RQ54	unreviewed	K2RQ54_METFP	Zinc metalloprotease	A994_11667	Methanobacterium formicicum (strain DSM 3637 / PP1)	349	
K2RBC5	K2RBC5	unreviewed	K2RBC5_METFP	Cobalt transport protein CbiM	A994_07801	Methanobacterium formicicum (strain DSM 3637 / PP1)	224	
K2RBC5_METFP	K2RBC5	unreviewed	K2RBC5_METFP	Cobalt transport protein CbiM	A994_07801	Methanobacterium formicicum (strain DSM 3637 / PP1)	224	
K2RF25	K2RF25	unreviewed	K2RF25_METFP	Haloacid dehalogenase domain-containing protein hydrolase	A994_01870	Methanobacterium formicicum (strain DSM 3637 / PP1)	262	
K2RF25_METFP	K2RF25	unreviewed	K2RF25_METFP	Haloacid dehalogenase domain-containing protein hydrolase	A994_01870	Methanobacterium formicicum (strain DSM 3637 / PP1)	262	
K2RW99	K2RW99	unreviewed	K2RW99_METFP	Heavy metal translocating P-type ATPase	A994_02135	Methanobacterium formicicum (strain DSM 3637 / PP1)	820	
K2RW99_METFP	K2RW99	unreviewed	K2RW99_METFP	Heavy metal translocating P-type ATPase	A994_02135	Methanobacterium formicicum (strain DSM 3637 / PP1)	820	
K2RTV4	K2RTV4	unreviewed	K2RTV4_METFP	Copper-translocating P-type ATPase	A994_04695	Methanobacterium formicicum (strain DSM 3637 / PP1)	668	
K2RTV4_METFP	K2RTV4	unreviewed	K2RTV4_METFP	Copper-translocating P-type ATPase	A994_04695	Methanobacterium formicicum (strain DSM 3637 / PP1)	668	
K2REV1	K2REV1	unreviewed	K2REV1_METFP	Diaminopimelate decarboxylase, DAP decarboxylase, DAPDC, EC 4.1.1.20	lysA A994_01445	Methanobacterium formicicum (strain DSM 3637 / PP1)	428	
K2REV1_METFP	K2REV1	unreviewed	K2REV1_METFP	Diaminopimelate decarboxylase, DAP decarboxylase, DAPDC, EC 4.1.1.20	lysA A994_01445	Methanobacterium formicicum (strain DSM 3637 / PP1)	428	
K2RVY6	K2RVY6	unreviewed	K2RVY6_METFP	Diaminopimelate epimerase, DAP epimerase, EC 5.1.1.7 (PLP-independent amino acid racemase)	dapF A994_01450	Methanobacterium formicicum (strain DSM 3637 / PP1)	290	
K2RVY6_METFP	K2RVY6	unreviewed	K2RVY6_METFP	Diaminopimelate epimerase, DAP epimerase, EC 5.1.1.7 (PLP-independent amino acid racemase)	dapF A994_01450	Methanobacterium formicicum (strain DSM 3637 / PP1)	290	
K2R714	K2R714	unreviewed	K2R714_METFP	3,4-dihydroxy-2-butanone 4-phosphate synthase, DHBP synthase, EC 4.1.99.12	A994_01910	Methanobacterium formicicum (strain DSM 3637 / PP1)	225	
K2R714_METFP	K2R714	unreviewed	K2R714_METFP	3,4-dihydroxy-2-butanone 4-phosphate synthase, DHBP synthase, EC 4.1.99.12	A994_01910	Methanobacterium formicicum (strain DSM 3637 / PP1)	225	
K2R0H7	K2R0H7	unreviewed	K2R0H7_METFP	dCTP deaminase, dUMP-forming, EC 3.5.4.30 (Bifunctional dCTP deaminase:dUTPase) (DCD-DUT)	dcd A994_12448	Methanobacterium formicicum (strain DSM 3637 / PP1)	202	
K2R0H7_METFP	K2R0H7	unreviewed	K2R0H7_METFP	dCTP deaminase, dUMP-forming, EC 3.5.4.30 (Bifunctional dCTP deaminase:dUTPase) (DCD-DUT)	dcd A994_12448	Methanobacterium formicicum (strain DSM 3637 / PP1)	202	
K2QBU9	K2QBU9	unreviewed	K2QBU9_METFP	dUTP diphosphatase	A994_08281	Methanobacterium formicicum (strain DSM 3637 / PP1)	152	
K2QBU9_METFP	K2QBU9	unreviewed	K2QBU9_METFP	dUTP diphosphatase	A994_08281	Methanobacterium formicicum (strain DSM 3637 / PP1)	152	
K2R3L7	K2R3L7	unreviewed	K2R3L7_METFP	Signal transduction histidine kinase	A994_02600	Methanobacterium formicicum (strain DSM 3637 / PP1)	472	
K2R3L7_METFP	K2R3L7	unreviewed	K2R3L7_METFP	Signal transduction histidine kinase	A994_02600	Methanobacterium formicicum (strain DSM 3637 / PP1)	472	
K2R9E8	K2R9E8	unreviewed	K2R9E8_METFP	Putative PAS/PAC sensor protein	A994_11122	Methanobacterium formicicum (strain DSM 3637 / PP1)	250	
K2R9E8_METFP	K2R9E8	unreviewed	K2R9E8_METFP	Putative PAS/PAC sensor protein	A994_11122	Methanobacterium formicicum (strain DSM 3637 / PP1)	250	
K2QEA2	K2QEA2	unreviewed	K2QEA2_METFP	Sensory transduction histidine kinase	A994_03023	Methanobacterium formicicum (strain DSM 3637 / PP1)	881	
K2QEA2_METFP	K2QEA2	unreviewed	K2QEA2_METFP	Sensory transduction histidine kinase	A994_03023	Methanobacterium formicicum (strain DSM 3637 / PP1)	881	
K2REZ1	K2REZ1	unreviewed	K2REZ1_METFP	Dihydroxy-acid dehydratase, DAD, EC 4.2.1.9	ilvD A994_01695	Methanobacterium formicicum (strain DSM 3637 / PP1)	551	
K2REZ1_METFP	K2REZ1	unreviewed	K2REZ1_METFP	Dihydroxy-acid dehydratase, DAD, EC 4.2.1.9	ilvD A994_01695	Methanobacterium formicicum (strain DSM 3637 / PP1)	551	
K2R951	K2R951	unreviewed	K2R951_METFP	4-hydroxy-tetrahydrodipicolinate reductase, HTPA reductase, EC 1.17.1.8	dapB A994_11512	Methanobacterium formicicum (strain DSM 3637 / PP1)	272	
K2R951_METFP	K2R951	unreviewed	K2R951_METFP	4-hydroxy-tetrahydrodipicolinate reductase, HTPA reductase, EC 1.17.1.8	dapB A994_11512	Methanobacterium formicicum (strain DSM 3637 / PP1)	272	
K2RQ09	K2RQ09	unreviewed	K2RQ09_METFP	4-hydroxy-tetrahydrodipicolinate synthase, HTPA synthase, EC 4.3.3.7	dapA A994_11517	Methanobacterium formicicum (strain DSM 3637 / PP1)	296	
K2RQ09_METFP	K2RQ09	unreviewed	K2RQ09_METFP	4-hydroxy-tetrahydrodipicolinate synthase, HTPA synthase, EC 4.3.3.7	dapA A994_11517	Methanobacterium formicicum (strain DSM 3637 / PP1)	296	
K2R010	K2R010	unreviewed	K2R010_METFP	Dihydropteroate synthase-like protein	A994_07200	Methanobacterium formicicum (strain DSM 3637 / PP1)	524	
K2R010_METFP	K2R010	unreviewed	K2R010_METFP	Dihydropteroate synthase-like protein	A994_07200	Methanobacterium formicicum (strain DSM 3637 / PP1)	524	
K2R4K8	K2R4K8	unreviewed	K2R4K8_METFP	Dihydrofolate reductase-like protein	A994_04380	Methanobacterium formicicum (strain DSM 3637 / PP1)	170	
K2R4K8_METFP	K2R4K8	unreviewed	K2R4K8_METFP	Dihydrofolate reductase-like protein	A994_04380	Methanobacterium formicicum (strain DSM 3637 / PP1)	170	
